學年,大學,修課程度,就業情況,職業,畢業生人數
2015/16,香港科技大學,硏究院硏究課程,全職就業,會計師及核數師,1
2015/16,香港科技大學,硏究院硏究課程,全職就業,經理,10
2015/16,香港科技大學,硏究院硏究課程,全職就業,經濟學家、統計學家和數學家,1
2015/16,香港科技大學,硏究院硏究課程,全職就業,醫療和衞生工作者,1
2015/16,香港科技大學,硏究院硏究課程,全職就業,敎學專業,112
2015/16,香港科技大學,硏究院硏究課程,其他,非全職就業,117
2015/16,香港科技大學,硏究院硏究課程,就業不足,非全職就業,6
2015/16,香港浸會大學,學士學位課程,升學,非全職就業,232
2015/16,香港浸會大學,學士學位課程,失業,非全職就業,16
2015/16,香港浸會大學,學士學位課程,全職就業,工程技術人員,6
2015/16,香港浸會大學,學士學位課程,全職就業,工程師,14
2015/16,香港浸會大學,學士學位課程,全職就業,不在上述分類,4
2015/16,香港浸會大學,學士學位課程,全職就業,文書及相關人員,20
2015/16,香港浸會大學,學士學位課程,全職就業,未有提供資料,58
2015/16,香港浸會大學,學士學位課程,全職就業,生產及有關工人,1
2015/16,香港浸會大學,學士學位課程,全職就業,作家、新聞記者及相關作家,129
2015/16,香港浸會大學,學士學位課程,全職就業,系統分析員和電腦程序員,37
2015/16,香港浸會大學,學士學位課程,全職就業,其他服務工作人員,13
2015/16,香港浸會大學,學士學位課程,全職就業,其他專業人員和技術工人,93
2015/16,香港浸會大學,學士學位課程,全職就業,宗教工作者,1
2015/16,香港浸會大學,學士學位課程,全職就業,法律工作者,4
2015/16,香港浸會大學,學士學位課程,全職就業,物理和生命科學技術員,10
2015/16,香港浸會大學,學士學位課程,全職就業,物理和生命科學家,7
2015/16,香港浸會大學,學士學位課程,全職就業,保險、房地產及商業服務,20
2015/16,香港浸會大學,學士學位課程,全職就業,保護服務工作者,8
2015/16,香港浸會大學,學士學位課程,全職就業,建築師和測量師,2
2015/16,香港浸會大學,學士學位課程,全職就業,政府官員（一般職系）,3
2015/16,香港浸會大學,學士學位課程,全職就業,政府官員和外交官,1
2015/16,香港浸會大學,學士學位課程,全職就業,飛機和船舶人員,1
2015/16,香港浸會大學,學士學位課程,全職就業,商務專業人員,469
2015/16,香港浸會大學,學士學位課程,全職就業,會計師及核數師,75
2015/16,香港浸會大學,學士學位課程,全職就業,經理,8
2015/16,香港浸會大學,學士學位課程,全職就業,經濟學家、統計學家和數學家,3
2015/16,香港浸會大學,學士學位課程,全職就業,銷售／服務人員,28
2015/16,香港浸會大學,學士學位課程,全職就業,醫療和衞生工作者,40
2015/16,香港浸會大學,學士學位課程,全職就業,藝術家,49
2015/16,香港浸會大學,學士學位課程,全職就業,敎學專業,226
2015/16,香港浸會大學,學士學位課程,其他,非全職就業,50
2015/16,香港浸會大學,學士學位課程,就業不足,非全職就業,80
2015/16,香港浸會大學,硏究院修課課程,升學,非全職就業,1
2015/16,香港浸會大學,硏究院修課課程,全職就業,商務專業人員,2
2015/16,香港浸會大學,硏究院修課課程,全職就業,敎學專業,9
2015/16,香港浸會大學,硏究院硏究課程,升學,非全職就業,5
2015/16,香港浸會大學,硏究院硏究課程,失業,非全職就業,1
2015/16,香港浸會大學,硏究院硏究課程,全職就業,工程技術人員,2
2015/16,香港浸會大學,硏究院硏究課程,全職就業,醫療和衞生工作者,1
2015/16,香港浸會大學,硏究院硏究課程,全職就業,敎學專業,11
2015/16,香港浸會大學,硏究院硏究課程,其他,非全職就業,28
2015/16,香港浸會大學,硏究院硏究課程,就業不足,非全職就業,2
2015/16,香港理工大學,副學位課程,升學,非全職就業,605
2015/16,香港理工大學,副學位課程,失業,非全職就業,14
2015/16,香港理工大學,副學位課程,全職就業,工程技術人員,13
2015/16,香港理工大學,副學位課程,全職就業,工程師,15
2015/16,香港理工大學,副學位課程,全職就業,文書及相關人員,1
2015/16,香港理工大學,副學位課程,全職就業,作家、新聞記者及相關作家,1
2015/16,香港理工大學,副學位課程,全職就業,系統分析員和電腦程序員,8
2015/16,香港理工大學,副學位課程,全職就業,其他服務工作人員,7
2015/16,香港理工大學,副學位課程,全職就業,其他專業人員和技術工人,1
2015/16,香港理工大學,副學位課程,全職就業,物理和生命科學技術員,3
2015/16,香港理工大學,副學位課程,全職就業,保險、房地產及商業服務,1
2015/16,香港理工大學,副學位課程,全職就業,建築師和測量師,21
2015/16,香港理工大學,副學位課程,全職就業,商務專業人員,27
2015/16,香港理工大學,副學位課程,全職就業,經理,1
2015/16,香港理工大學,副學位課程,全職就業,經濟學家、統計學家和數學家,1
2015/16,香港理工大學,副學位課程,全職就業,銷售／服務人員,4
2015/16,香港理工大學,副學位課程,全職就業,醫療和衞生工作者,6
2015/16,香港理工大學,副學位課程,全職就業,藝術家,9
2015/16,香港理工大學,副學位課程,全職就業,敎學專業,3
2015/16,香港理工大學,副學位課程,其他,非全職就業,9
2015/16,香港理工大學,副學位課程,就業不足,非全職就業,40
2015/16,香港理工大學,學士學位課程,升學,非全職就業,166
2015/16,香港理工大學,學士學位課程,失業,非全職就業,93
2015/16,香港理工大學,學士學位課程,全職就業,工程技術人員,17
2015/16,香港理工大學,學士學位課程,全職就業,工程師,445
2015/16,香港理工大學,學士學位課程,全職就業,文書及相關人員,14
2015/16,香港理工大學,學士學位課程,全職就業,生產及有關工人,23
2015/16,香港理工大學,學士學位課程,全職就業,作家、新聞記者及相關作家,29
2015/16,香港理工大學,學士學位課程,全職就業,系統分析員和電腦程序員,158
2015/16,香港理工大學,學士學位課程,全職就業,其他服務工作人員,69
2015/16,香港理工大學,學士學位課程,全職就業,其他專業人員和技術工人,72
2015/16,香港理工大學,學士學位課程,全職就業,宗教工作者,3
2015/16,香港理工大學,學士學位課程,全職就業,物理和生命科學技術員,51
2015/16,香港理工大學,學士學位課程,全職就業,物理和生命科學家,8
2015/16,香港理工大學,學士學位課程,全職就業,保險、房地產及商業服務,24
2015/16,香港理工大學,學士學位課程,全職就業,保護服務工作者,15
2015/16,香港理工大學,學士學位課程,全職就業,建築師和測量師,125
2015/16,香港理工大學,學士學位課程,全職就業,政府官員（一般職系）,4
2015/16,香港理工大學,學士學位課程,全職就業,飛機和船舶人員,1
2015/16,香港理工大學,學士學位課程,全職就業,商務專業人員,741
2015/16,香港理工大學,學士學位課程,全職就業,會計師及核數師,221
2015/16,香港理工大學,學士學位課程,全職就業,經理,13
2015/16,香港理工大學,學士學位課程,全職就業,經濟學家、統計學家和數學家,44
2015/16,香港理工大學,學士學位課程,全職就業,銷售／服務人員,39
2015/16,香港理工大學,學士學位課程,全職就業,醫療和衞生工作者,543
2015/16,香港理工大學,學士學位課程,全職就業,藝術家,214
2015/16,香港理工大學,學士學位課程,全職就業,敎學專業,55
2015/16,香港理工大學,學士學位課程,其他,非全職就業,56
2015/16,香港理工大學,學士學位課程,就業不足,非全職就業,200
2015/16,香港理工大學,硏究院修課課程,全職就業,醫療和衞生工作者,1
2015/16,香港理工大學,硏究院硏究課程,升學,非全職就業,4
2015/16,香港理工大學,硏究院硏究課程,失業,非全職就業,2
2015/16,香港理工大學,硏究院硏究課程,全職就業,工程師,3
2015/16,香港理工大學,硏究院硏究課程,全職就業,生產及有關工人,1
2015/16,香港理工大學,硏究院硏究課程,全職就業,系統分析員和電腦程序員,1
2015/16,香港理工大學,硏究院硏究課程,全職就業,物理和生命科學技術員,4
2015/16,香港理工大學,硏究院硏究課程,全職就業,商務專業人員,5
2015/16,香港理工大學,硏究院硏究課程,全職就業,經理,1
2015/16,香港理工大學,硏究院硏究課程,全職就業,經濟學家、統計學家和數學家,9
2015/16,香港理工大學,硏究院硏究課程,全職就業,醫療和衞生工作者,1
2015/16,香港理工大學,硏究院硏究課程,全職就業,敎學專業,15
2015/16,香港理工大學,硏究院硏究課程,其他,非全職就業,5
2015/16,香港理工大學,硏究院硏究課程,就業不足,非全職就業,4
2015/16,香港敎育大學,副學位課程,升學,非全職就業,17
2015/16,香港敎育大學,副學位課程,失業,非全職就業,1
2015/16,香港敎育大學,副學位課程,全職就業,其他服務工作人員,2
2015/16,香港敎育大學,副學位課程,全職就業,敎學專業,200
2015/16,香港敎育大學,副學位課程,其他,非全職就業,2
2015/16,香港敎育大學,副學位課程,就業不足,非全職就業,20
2015/16,香港敎育大學,學士學位課程,升學,非全職就業,52
2015/16,香港敎育大學,學士學位課程,失業,非全職就業,13
2015/16,香港敎育大學,學士學位課程,全職就業,工程技術人員,1
2015/16,香港敎育大學,學士學位課程,全職就業,文書及相關人員,29
2015/16,香港敎育大學,學士學位課程,全職就業,作家、新聞記者及相關作家,7
2015/16,香港敎育大學,學士學位課程,全職就業,系統分析員和電腦程序員,5
2015/16,香港敎育大學,學士學位課程,全職就業,其他服務工作人員,5
2015/16,香港敎育大學,學士學位課程,全職就業,其他專業人員和技術工人,10
2015/16,香港敎育大學,學士學位課程,全職就業,宗教工作者,2
2015/16,香港敎育大學,學士學位課程,全職就業,保險、房地產及商業服務,1
2015/16,香港敎育大學,學士學位課程,全職就業,保護服務工作者,4
2015/16,香港敎育大學,學士學位課程,全職就業,政府官員（一般職系）,1
2015/16,香港敎育大學,學士學位課程,全職就業,商務專業人員,31
2015/16,香港敎育大學,學士學位課程,全職就業,經理,6
2015/16,香港敎育大學,學士學位課程,全職就業,資料不全以致未能分類,6
2015/16,香港敎育大學,學士學位課程,全職就業,銷售／服務人員,12
2015/16,香港敎育大學,學士學位課程,全職就業,醫療和衞生工作者,1
2015/16,香港敎育大學,學士學位課程,全職就業,藝術家,4
2015/16,香港敎育大學,學士學位課程,全職就業,敎學專業,462
2015/16,香港敎育大學,學士學位課程,其他,非全職就業,8
2015/16,香港敎育大學,學士學位課程,就業不足,非全職就業,40
2015/16,香港敎育大學,硏究院修課課程,升學,非全職就業,3
2015/16,香港敎育大學,硏究院修課課程,失業,非全職就業,1
2015/16,香港敎育大學,硏究院修課課程,全職就業,文書及相關人員,1
2015/16,香港敎育大學,硏究院修課課程,全職就業,作家、新聞記者及相關作家,1
2015/16,香港敎育大學,硏究院修課課程,全職就業,系統分析員和電腦程序員,1
2015/16,香港敎育大學,硏究院修課課程,全職就業,其他專業人員和技術工人,2
2015/16,香港敎育大學,硏究院修課課程,全職就業,商務專業人員,2
2015/16,香港敎育大學,硏究院修課課程,全職就業,資料不全以致未能分類,1
2015/16,香港敎育大學,硏究院修課課程,全職就業,敎學專業,121
2015/16,香港敎育大學,硏究院修課課程,其他,非全職就業,3
2015/16,香港敎育大學,硏究院修課課程,就業不足,非全職就業,6
2015/16,香港敎育大學,硏究院硏究課程,升學,非全職就業,2
2015/16,香港敎育大學,硏究院硏究課程,全職就業,敎學專業,4
2015/16,香港敎育大學,硏究院硏究課程,其他,非全職就業,1
2015/16,嶺南大學,學士學位課程,升學,非全職就業,73
2015/16,嶺南大學,學士學位課程,失業,非全職就業,8
2015/16,嶺南大學,學士學位課程,全職就業,文書及相關人員,13
2015/16,嶺南大學,學士學位課程,全職就業,未有提供資料,30
2015/16,嶺南大學,學士學位課程,全職就業,作家、新聞記者及相關作家,18
2015/16,嶺南大學,學士學位課程,全職就業,其他服務工作人員,4
2015/16,嶺南大學,學士學位課程,全職就業,其他專業人員和技術工人,4
2015/16,嶺南大學,學士學位課程,全職就業,法律工作者,3
2015/16,嶺南大學,學士學位課程,全職就業,保險、房地產及商業服務,8
2015/16,嶺南大學,學士學位課程,全職就業,保護服務工作者,4
2015/16,嶺南大學,學士學位課程,全職就業,政府官員（一般職系）,2
2015/16,嶺南大學,學士學位課程,全職就業,商務專業人員,183
2015/16,嶺南大學,學士學位課程,全職就業,會計師及核數師,43
2015/16,嶺南大學,學士學位課程,全職就業,經理,12
2015/16,嶺南大學,學士學位課程,全職就業,銷售／服務人員,17
2015/16,嶺南大學,學士學位課程,全職就業,藝術家,4
2015/16,嶺南大學,學士學位課程,全職就業,敎學專業,61
2015/16,嶺南大學,學士學位課程,其他,非全職就業,21
2015/16,嶺南大學,學士學位課程,就業不足,非全職就業,44
2015/16,嶺南大學,硏究院硏究課程,升學,非全職就業,4
2015/16,嶺南大學,硏究院硏究課程,失業,非全職就業,2
2015/16,嶺南大學,硏究院硏究課程,全職就業,未有提供資料,2
2015/16,嶺南大學,硏究院硏究課程,全職就業,敎學專業,5
2015/16,嶺南大學,硏究院硏究課程,其他,非全職就業,4
2015/16,嶺南大學,硏究院硏究課程,就業不足,非全職就業,3
2016/17,香港大學,學士學位課程,升學,非全職就業,527
2016/17,香港大學,學士學位課程,失業,非全職就業,14
2016/17,香港大學,學士學位課程,全職就業,工程技術人員,20
2016/17,香港大學,學士學位課程,全職就業,工程師,207
2016/17,香港大學,學士學位課程,全職就業,文書及相關人員,29
2016/17,香港大學,學士學位課程,全職就業,未有提供資料,242
2016/17,香港大學,學士學位課程,全職就業,作家、新聞記者及相關作家,44
2016/17,香港大學,學士學位課程,全職就業,系統分析員和電腦程序員,80
2016/17,香港大學,學士學位課程,全職就業,其他服務工作人員,8
2016/17,香港大學,學士學位課程,全職就業,其他專業人員和技術工人,53
2016/17,香港大學,學士學位課程,全職就業,宗教工作者,2
2016/17,香港大學,學士學位課程,全職就業,法律工作者,14
2016/17,香港大學,學士學位課程,全職就業,物理和生命科學技術員,12
2016/17,香港大學,學士學位課程,全職就業,物理和生命科學家,8
2016/17,香港大學,學士學位課程,全職就業,保險、房地產及商業服務,26
2016/17,香港大學,學士學位課程,全職就業,保護服務工作者,26
2016/17,香港大學,學士學位課程,全職就業,建築師和測量師,93
2016/17,香港大學,學士學位課程,全職就業,政府官員（一般職系）,30
2016/17,香港大學,學士學位課程,全職就業,政府官員和外交官,1
2016/17,香港大學,學士學位課程,全職就業,飛機和船舶人員,8
2016/17,香港大學,學士學位課程,全職就業,商務專業人員,438
2016/17,香港大學,學士學位課程,全職就業,會計師及核數師,120
2016/17,香港大學,學士學位課程,全職就業,經理,27
2016/17,香港大學,學士學位課程,全職就業,經濟學家、統計學家和數學家,54
2016/17,香港大學,學士學位課程,全職就業,農業和漁業工人,1
2016/17,香港大學,學士學位課程,全職就業,銷售／服務人員,11
2016/17,香港大學,學士學位課程,全職就業,醫療和衞生工作者,434
2016/17,香港大學,學士學位課程,全職就業,藝術家,5
2016/17,香港大學,學士學位課程,全職就業,敎學專業,230
2016/17,香港大學,學士學位課程,其他,非全職就業,73
2016/17,香港大學,學士學位課程,就業不足,非全職就業,153
2016/17,香港大學,硏究院修課課程,升學,非全職就業,11
2016/17,香港大學,硏究院修課課程,全職就業,工程技術人員,1
2016/17,香港大學,硏究院修課課程,全職就業,未有提供資料,27
2016/17,香港大學,硏究院修課課程,全職就業,法律工作者,117
2016/17,香港大學,硏究院修課課程,全職就業,保險、房地產及商業服務,1
2016/17,香港大學,硏究院修課課程,全職就業,建築師和測量師,54
2016/17,香港大學,硏究院修課課程,全職就業,商務專業人員,2
2016/17,香港大學,硏究院修課課程,全職就業,會計師及核數師,1
2016/17,香港大學,硏究院修課課程,全職就業,經理,1
2016/17,香港大學,硏究院修課課程,全職就業,醫療和衞生工作者,5
2016/17,香港大學,硏究院修課課程,全職就業,敎學專業,79
2016/17,香港大學,硏究院修課課程,其他,非全職就業,7
2016/17,香港大學,硏究院修課課程,就業不足,非全職就業,10
2016/17,香港大學,硏究院硏究課程,升學,非全職就業,48
2016/17,香港大學,硏究院硏究課程,失業,非全職就業,8
2016/17,香港大學,硏究院硏究課程,全職就業,工程技術人員,4
2016/17,香港大學,硏究院硏究課程,全職就業,工程師,8
2016/17,香港大學,硏究院硏究課程,全職就業,文書及相關人員,1
2016/17,香港大學,硏究院硏究課程,全職就業,未有提供資料,46
2016/17,香港大學,硏究院硏究課程,全職就業,作家、新聞記者及相關作家,2
2016/17,香港大學,硏究院硏究課程,全職就業,系統分析員和電腦程序員,3
2016/17,香港大學,硏究院硏究課程,全職就業,其他專業人員和技術工人,1
2016/17,香港大學,硏究院硏究課程,全職就業,物理和生命科學技術員,19
2016/17,香港大學,硏究院硏究課程,全職就業,物理和生命科學家,10
2016/17,香港大學,硏究院硏究課程,全職就業,保險、房地產及商業服務,1
2016/17,香港大學,硏究院硏究課程,全職就業,政府官員（一般職系）,1
2016/17,香港大學,硏究院硏究課程,全職就業,商務專業人員,9
2016/17,香港大學,硏究院硏究課程,全職就業,經理,1
2016/17,香港大學,硏究院硏究課程,全職就業,經濟學家、統計學家和數學家,4
2016/17,香港大學,硏究院硏究課程,全職就業,銷售／服務人員,1
2016/17,香港大學,硏究院硏究課程,全職就業,醫療和衞生工作者,16
2016/17,香港大學,硏究院硏究課程,全職就業,敎學專業,160
2016/17,香港大學,硏究院硏究課程,其他,非全職就業,45
2016/17,香港大學,硏究院硏究課程,就業不足,非全職就業,22
2016/17,香港中文大學,學士學位課程,升學,非全職就業,540
2016/17,香港中文大學,學士學位課程,失業,非全職就業,89
2016/17,香港中文大學,學士學位課程,全職就業,工程師,96
2016/17,香港中文大學,學士學位課程,全職就業,不在上述分類,4
2016/17,香港中文大學,學士學位課程,全職就業,文書及相關人員,21
2016/17,香港中文大學,學士學位課程,全職就業,未有提供資料,107
2016/17,香港中文大學,學士學位課程,全職就業,生產及有關工人,2
2016/17,香港中文大學,學士學位課程,全職就業,作家、新聞記者及相關作家,153
2016/17,香港中文大學,學士學位課程,全職就業,系統分析員和電腦程序員,192
2016/17,香港中文大學,學士學位課程,全職就業,其他服務工作人員,3
2016/17,香港中文大學,學士學位課程,全職就業,其他專業人員和技術工人,103
2016/17,香港中文大學,學士學位課程,全職就業,宗教工作者,3
2016/17,香港中文大學,學士學位課程,全職就業,法律工作者,5
2016/17,香港中文大學,學士學位課程,全職就業,物理和生命科學技術員,12
2016/17,香港中文大學,學士學位課程,全職就業,物理和生命科學家,25
2016/17,香港中文大學,學士學位課程,全職就業,保險、房地產及商業服務,34
2016/17,香港中文大學,學士學位課程,全職就業,保護服務工作者,27
2016/17,香港中文大學,學士學位課程,全職就業,建築師和測量師,49
2016/17,香港中文大學,學士學位課程,全職就業,政府官員（一般職系）,28
2016/17,香港中文大學,學士學位課程,全職就業,飛機和船舶人員,1
2016/17,香港中文大學,學士學位課程,全職就業,商務專業人員,699
2016/17,香港中文大學,學士學位課程,全職就業,會計師及核數師,128
2016/17,香港中文大學,學士學位課程,全職就業,經理,5
2016/17,香港中文大學,學士學位課程,全職就業,經濟學家、統計學家和數學家,52
2016/17,香港中文大學,學士學位課程,全職就業,資料不全以致未能分類,1
2016/17,香港中文大學,學士學位課程,全職就業,銷售／服務人員,28
2016/17,香港中文大學,學士學位課程,全職就業,醫療和衞生工作者,407
2016/17,香港中文大學,學士學位課程,全職就業,藝術家,11
2016/17,香港中文大學,學士學位課程,全職就業,敎學專業,301
2016/17,香港中文大學,學士學位課程,其他,非全職就業,69
2016/17,香港中文大學,學士學位課程,就業不足,非全職就業,56
2016/17,香港中文大學,硏究院修課課程,升學,非全職就業,4
2016/17,香港中文大學,硏究院修課課程,全職就業,未有提供資料,6
2016/17,香港中文大學,硏究院修課課程,全職就業,作家、新聞記者及相關作家,1
2016/17,香港中文大學,硏究院修課課程,全職就業,系統分析員和電腦程序員,1
2016/17,香港中文大學,硏究院修課課程,全職就業,法律工作者,30
2016/17,香港中文大學,硏究院修課課程,全職就業,建築師和測量師,28
2016/17,香港中文大學,硏究院修課課程,全職就業,會計師及核數師,1
2016/17,香港中文大學,硏究院修課課程,全職就業,經理,1
2016/17,香港中文大學,硏究院修課課程,全職就業,醫療和衞生工作者,14
2016/17,香港中文大學,硏究院修課課程,全職就業,敎學專業,165
2016/17,香港中文大學,硏究院修課課程,其他,非全職就業,1
2016/17,香港中文大學,硏究院修課課程,就業不足,非全職就業,3
2016/17,香港中文大學,硏究院硏究課程,升學,非全職就業,66
2016/17,香港中文大學,硏究院硏究課程,失業,非全職就業,34
2016/17,香港中文大學,硏究院硏究課程,全職就業,工程技術人員,3
2016/17,香港中文大學,硏究院硏究課程,全職就業,工程師,4
2016/17,香港中文大學,硏究院硏究課程,全職就業,不在上述分類,4
2016/17,香港中文大學,硏究院硏究課程,全職就業,文書及相關人員,1
2016/17,香港中文大學,硏究院硏究課程,全職就業,未有提供資料,20
2016/17,香港中文大學,硏究院硏究課程,全職就業,作家、新聞記者及相關作家,3
2016/17,香港中文大學,硏究院硏究課程,全職就業,系統分析員和電腦程序員,13
2016/17,香港中文大學,硏究院硏究課程,全職就業,其他專業人員和技術工人,2
2016/17,香港中文大學,硏究院硏究課程,全職就業,物理和生命科學技術員,37
2016/17,香港中文大學,硏究院硏究課程,全職就業,物理和生命科學家,13
2016/17,香港中文大學,硏究院硏究課程,全職就業,建築師和測量師,3
2016/17,香港中文大學,硏究院硏究課程,全職就業,商務專業人員,19
2016/17,香港中文大學,硏究院硏究課程,全職就業,經理,6
2016/17,香港中文大學,硏究院硏究課程,全職就業,經濟學家、統計學家和數學家,12
2016/17,香港中文大學,硏究院硏究課程,全職就業,醫療和衞生工作者,32
2016/17,香港中文大學,硏究院硏究課程,全職就業,藝術家,4
2016/17,香港中文大學,硏究院硏究課程,全職就業,敎學專業,93
2016/17,香港中文大學,硏究院硏究課程,其他,非全職就業,104
2016/17,香港中文大學,硏究院硏究課程,就業不足,非全職就業,23
2016/17,香港城市大學,副學位課程,升學,非全職就業,190
2016/17,香港城市大學,副學位課程,失業,非全職就業,6
2016/17,香港城市大學,副學位課程,全職就業,工程技術人員,12
2016/17,香港城市大學,副學位課程,全職就業,工程師,16
2016/17,香港城市大學,副學位課程,全職就業,文書及相關人員,2
2016/17,香港城市大學,副學位課程,全職就業,未有提供資料,5
2016/17,香港城市大學,副學位課程,全職就業,生產及有關工人,1
2016/17,香港城市大學,副學位課程,全職就業,其他服務工作人員,1
2016/17,香港城市大學,副學位課程,全職就業,其他專業人員和技術工人,2
2016/17,香港城市大學,副學位課程,全職就業,保護服務工作者,1
2016/17,香港城市大學,副學位課程,全職就業,建築師和測量師,25
2016/17,香港城市大學,副學位課程,全職就業,政府官員（一般職系）,1
2016/17,香港城市大學,副學位課程,全職就業,商務專業人員,5
2016/17,香港城市大學,副學位課程,全職就業,經理,2
2016/17,香港城市大學,副學位課程,全職就業,銷售／服務人員,1
2016/17,香港城市大學,副學位課程,全職就業,藝術家,1
2016/17,香港城市大學,副學位課程,全職就業,敎學專業,1
2016/17,香港城市大學,副學位課程,其他,非全職就業,2
2016/17,香港城市大學,副學位課程,就業不足,非全職就業,10
2016/17,香港城市大學,學士學位課程,升學,非全職就業,290
2016/17,香港城市大學,學士學位課程,失業,非全職就業,73
2016/17,香港城市大學,學士學位課程,全職就業,工程技術人員,50
2016/17,香港城市大學,學士學位課程,全職就業,工程師,259
2016/17,香港城市大學,學士學位課程,全職就業,文書及相關人員,128
2016/17,香港城市大學,學士學位課程,全職就業,未有提供資料,177
2016/17,香港城市大學,學士學位課程,全職就業,生產及有關工人,6
2016/17,香港城市大學,學士學位課程,全職就業,作家、新聞記者及相關作家,65
2016/17,香港城市大學,學士學位課程,全職就業,系統分析員和電腦程序員,155
2016/17,香港城市大學,學士學位課程,全職就業,其他服務工作人員,25
2016/17,香港城市大學,學士學位課程,全職就業,其他專業人員和技術工人,74
2016/17,香港城市大學,學士學位課程,全職就業,法律工作者,16
2016/17,香港城市大學,學士學位課程,全職就業,物理和生命科學技術員,21
2016/17,香港城市大學,學士學位課程,全職就業,物理和生命科學家,14
2016/17,香港城市大學,學士學位課程,全職就業,保險、房地產及商業服務,34
2016/17,香港城市大學,學士學位課程,全職就業,保護服務工作者,18
2016/17,香港城市大學,學士學位課程,全職就業,建築師和測量師,84
2016/17,香港城市大學,學士學位課程,全職就業,政府官員（一般職系）,2
2016/17,香港城市大學,學士學位課程,全職就業,飛機和船舶人員,4
2016/17,香港城市大學,學士學位課程,全職就業,商務專業人員,715
2016/17,香港城市大學,學士學位課程,全職就業,會計師及核數師,185
2016/17,香港城市大學,學士學位課程,全職就業,經理,76
2016/17,香港城市大學,學士學位課程,全職就業,經濟學家、統計學家和數學家,24
2016/17,香港城市大學,學士學位課程,全職就業,農業和漁業工人,1
2016/17,香港城市大學,學士學位課程,全職就業,銷售／服務人員,40
2016/17,香港城市大學,學士學位課程,全職就業,醫療和衞生工作者,25
2016/17,香港城市大學,學士學位課程,全職就業,藝術家,56
2016/17,香港城市大學,學士學位課程,全職就業,敎學專業,155
2016/17,香港城市大學,學士學位課程,其他,非全職就業,82
2016/17,香港城市大學,學士學位課程,就業不足,非全職就業,258
2016/17,香港城市大學,硏究院修課課程,升學,非全職就業,4
2016/17,香港城市大學,硏究院修課課程,全職就業,未有提供資料,6
2016/17,香港城市大學,硏究院修課課程,全職就業,法律工作者,28
2016/17,香港城市大學,硏究院修課課程,全職就業,商務專業人員,1
2016/17,香港城市大學,硏究院修課課程,全職就業,敎學專業,1
2016/17,香港城市大學,硏究院修課課程,其他,非全職就業,3
2016/17,香港城市大學,硏究院硏究課程,升學,非全職就業,7
2016/17,香港城市大學,硏究院硏究課程,失業,非全職就業,10
2016/17,香港城市大學,硏究院硏究課程,全職就業,工程師,3
2016/17,香港城市大學,硏究院硏究課程,全職就業,未有提供資料,17
2016/17,香港城市大學,硏究院硏究課程,全職就業,作家、新聞記者及相關作家,1
2016/17,香港城市大學,硏究院硏究課程,全職就業,系統分析員和電腦程序員,1
2016/17,香港城市大學,硏究院硏究課程,全職就業,商務專業人員,2
2016/17,香港城市大學,硏究院硏究課程,全職就業,經理,1
2016/17,香港城市大學,硏究院硏究課程,全職就業,經濟學家、統計學家和數學家,1
2016/17,香港城市大學,硏究院硏究課程,全職就業,醫療和衞生工作者,2
2016/17,香港城市大學,硏究院硏究課程,全職就業,敎學專業,62
2016/17,香港城市大學,硏究院硏究課程,其他,非全職就業,43
2016/17,香港城市大學,硏究院硏究課程,就業不足,非全職就業,3
2016/17,香港科技大學,學士學位課程,升學,非全職就業,296
2016/17,香港科技大學,學士學位課程,失業,非全職就業,33
2016/17,香港科技大學,學士學位課程,全職就業,工程技術人員,11
2016/17,香港科技大學,學士學位課程,全職就業,工程師,352
2016/17,香港科技大學,學士學位課程,全職就業,文書及相關人員,20
2016/17,香港科技大學,學士學位課程,全職就業,未有提供資料,56
2016/17,香港科技大學,學士學位課程,全職就業,生產及有關工人,3
2016/17,香港科技大學,學士學位課程,全職就業,作家、新聞記者及相關作家,1
2016/17,香港科技大學,學士學位課程,全職就業,系統分析員和電腦程序員,159
2016/17,香港科技大學,學士學位課程,全職就業,其他服務工作人員,8
2016/17,香港科技大學,學士學位課程,全職就業,其他專業人員和技術工人,8
2016/17,香港科技大學,學士學位課程,全職就業,宗教工作者,2
2016/17,香港科技大學,學士學位課程,全職就業,法律工作者,2
2016/17,香港科技大學,學士學位課程,全職就業,物理和生命科學技術員,15
2016/17,香港科技大學,學士學位課程,全職就業,物理和生命科學家,21
2016/17,香港科技大學,學士學位課程,全職就業,保險、房地產及商業服務,13
2016/17,香港科技大學,學士學位課程,全職就業,保護服務工作者,9
2016/17,香港科技大學,學士學位課程,全職就業,建築師和測量師,3
2016/17,香港科技大學,學士學位課程,全職就業,政府官員（一般職系）,10
2016/17,香港科技大學,學士學位課程,全職就業,飛機和船舶人員,14
2016/17,香港科技大學,學士學位課程,全職就業,商務專業人員,563
2016/17,香港科技大學,學士學位課程,全職就業,會計師及核數師,134
2016/17,香港科技大學,學士學位課程,全職就業,經理,15
2016/17,香港科技大學,學士學位課程,全職就業,經濟學家、統計學家和數學家,8
2016/17,香港科技大學,學士學位課程,全職就業,農業和漁業工人,1
2016/17,香港科技大學,學士學位課程,全職就業,銷售／服務人員,16
2016/17,香港科技大學,學士學位課程,全職就業,醫療和衞生工作者,18
2016/17,香港科技大學,學士學位課程,全職就業,藝術家,2
2016/17,香港科技大學,學士學位課程,全職就業,敎學專業,80
2016/17,香港科技大學,學士學位課程,其他,非全職就業,79
